SERIAL	SONG	USER	DATE
2067	848	30	2021-08-03
2068	88	26	2021-08-03
2069	137	60	2021-08-03
2070	461	19	2021-08-03
2071	388	42	2021-08-03
2072	911	38	2021-08-03
2073	548	57	2021-08-03
2074	390	7	2021-08-03
2075	738	35	2021-08-03
2076	498	15	2021-08-03
2077	174	24	2021-08-03
2078	11	37	2021-08-03
2079	138	27	2021-08-03
2080	407	23	2021-08-03
2081	736	66	2021-08-03
2082	541	36	2021-08-03
2083	935	63	2021-08-03
2084	245	19	2021-08-03
2085	134	59	2021-08-03
2086	867	34	2021-08-03
2087	153	50	2021-08-03
2088	313	68	2021-08-03
2089	945	6	2021-08-03
2090	738	33	2021-08-03
2091	459	15	2021-08-03
2092	782	26	2021-08-03
2093	903	67	2021-08-03
2094	163	64	2021-08-03
2095	882	1	2021-08-03
2096	321	60	2021-08-03
2097	593	18	2021-08-03
2098	765	57	2021-08-03
2099	49	10	2021-08-03
2100	614	52	2021-08-03
2101	499	54	2021-08-03
2102	924	26	2021-08-03
2103	273	51	2021-08-03
2104	56	20	2021-08-03
2105	687	56	2021-08-03
2106	518	70	2021-08-03
2107	559	44	2021-08-03
2108	27	23	2021-08-03
2109	472	65	2021-08-03
2110	25	7	2021-08-03
2111	120	24	2021-08-03
2112	536	13	2021-08-03
2113	909	36	2021-08-03
2114	819	45	2021-08-03
2115	267	35	2021-08-03
2116	734	7	2021-08-03
2117	537	56	2021-08-03
2118	308	34	2021-08-03
2119	270	11	2021-08-03
2120	87	47	2021-08-03
2121	922	15	2021-08-03
2122	44	41	2021-08-03
2123	512	60	2021-08-03
2124	113	37	2021-08-03
2125	566	2	2021-08-03
2126	691	6	2021-08-03
2127	473	49	2021-08-03
2128	159	7	2021-08-03
2129	677	69	2021-08-03
2130	908	27	2021-08-03
2131	187	22	2021-08-03
2132	44	70	2021-08-03
2133	815	28	2021-08-03
2134	233	32	2021-08-03
2135	449	43	2021-08-03
2136	877	62	2021-08-03
2137	501	46	2021-08-03
2138	601	19	2021-08-03
2139	917	37	2021-08-03
2140	701	54	2021-08-03
2141	74	40	2021-08-03
2142	914	33	2021-08-03
2143	855	46	2021-08-03
2144	768	23	2021-08-03
2145	248	50	2021-08-03
2146	817	54	2021-08-03
2147	104	15	2021-08-03
2148	821	70	2021-08-03
2149	892	58	2021-08-03
2150	110	50	2021-08-03
2151	991	67	2021-08-03
2152	907	41	2021-08-03
2153	588	22	2021-08-03
2154	34	49	2021-08-03
2155	622	52	2021-08-03
2156	390	38	2021-08-03
2157	255	25	2021-08-03
2158	493	41	2021-08-03
2159	664	29	2021-08-03
2160	147	38	2021-08-03
2161	633	22	2021-08-03
2162	296	56	2021-08-03
2163	159	57	2021-08-03
2164	338	53	2021-08-03
2165	562	29	2021-08-03
2166	630	67	2021-08-04
2167	495	38	2021-08-04
2168	816	25	2021-08-04
2169	958	49	2021-08-04
2170	673	54	2021-08-04
2171	130	32	2021-08-04
2172	764	43	2021-08-04
2173	275	37	2021-08-04
2174	27	56	2021-08-04
2175	553	16	2021-08-04
2176	917	17	2021-08-04
2177	353	23	2021-08-04
2178	182	48	2021-08-04
2179	538	52	2021-08-04
2180	994	26	2021-08-04
2181	181	65	2021-08-04
2182	584	69	2021-08-04
2183	899	51	2021-08-04
2184	79	53	2021-08-04
2185	610	18	2021-08-04
2186	932	69	2021-08-04
2187	523	26	2021-08-04
2188	157	31	2021-08-04
2189	100	31	2021-08-04
2190	95	5	2021-08-04
2191	537	63	2021-08-04
2192	693	40	2021-08-04
2193	386	17	2021-08-04
2194	626	51	2021-08-04
2195	604	35	2021-08-04
2196	52	68	2021-08-04
2197	719	62	2021-08-04
2198	568	59	2021-08-04
2199	769	26	2021-08-04
2200	915	37	2021-08-04
2201	494	62	2021-08-04
2202	386	12	2021-08-04
2203	382	59	2021-08-04
2204	828	11	2021-08-04
2205	682	54	2021-08-04
2206	607	68	2021-08-04
2207	791	15	2021-08-04
2208	763	40	2021-08-04
2209	770	37	2021-08-04
2210	808	67	2021-08-04
2211	914	61	2021-08-04
2212	898	7	2021-08-04
2213	256	11	2021-08-04
2214	523	35	2021-08-04
2215	5	53	2021-08-04
2216	514	49	2021-08-04
2217	250	17	2021-08-04
2218	138	39	2021-08-04
2219	38	34	2021-08-04
2220	375	16	2021-08-04
2221	742	15	2021-08-04
2222	687	65	2021-08-04
2223	570	12	2021-08-04
2224	42	21	2021-08-04
2225	507	66	2021-08-04
2226	409	32	2021-08-04
2227	795	42	2021-08-04
2228	556	36	2021-08-04
2229	716	57	2021-08-04
2230	986	36	2021-08-04
2231	23	10	2021-08-04
2232	723	60	2021-08-04
2233	529	65	2021-08-04
2234	459	31	2021-08-04
2235	338	25	2021-08-04
2236	94	32	2021-08-04
2237	210	5	2021-08-04
2238	560	65	2021-08-04
2239	256	38	2021-08-04
2240	914	45	2021-08-04
2241	630	20	2021-08-04
2242	246	58	2021-08-04
2243	434	32	2021-08-04
2244	200	21	2021-08-04
2245	947	44	2021-08-04
2246	432	16	2021-08-04
2247	978	55	2021-08-04
2248	388	27	2021-08-04
2249	109	26	2021-08-04
2250	756	12	2021-08-04
2251	986	68	2021-08-04
2252	159	30	2021-08-04
2253	461	10	2021-08-04
2254	495	20	2021-08-04
2255	152	22	2021-08-04
2256	261	36	2021-08-04
2257	983	48	2021-08-04
2258	290	28	2021-08-04
2259	596	68	2021-08-04
2260	505	51	2021-08-04
2261	733	40	2021-08-04
2262	312	70	2021-08-04
2263	21	66	2021-08-04
2264	988	27	2021-08-04
2265	776	36	2021-08-05
2266	585	70	2021-08-05
2267	185	63	2021-08-05
2268	592	17	2021-08-05
2269	843	24	2021-08-05
2270	725	69	2021-08-05
2271	916	70	2021-08-05
2272	919	30	2021-08-05
2273	47	34	2021-08-05
2274	193	40	2021-08-05
2275	733	60	2021-08-05
2276	610	18	2021-08-05
2277	634	33	2021-08-05
2278	936	4	2021-08-05
2279	230	53	2021-08-05
2280	420	39	2021-08-05
2281	463	37	2021-08-05
2282	326	25	2021-08-05
2283	867	30	2021-08-05
2284	434	59	2021-08-05
2285	569	35	2021-08-05
2286	9	25	2021-08-05
2287	730	28	2021-08-05
2288	124	61	2021-08-05
2289	6	7	2021-08-05
2290	577	4	2021-08-05
2291	10	51	2021-08-05
2292	439	58	2021-08-05
2293	719	51	2021-08-05
2294	213	8	2021-08-05
2295	27	30	2021-08-05
2296	794	66	2021-08-05
2297	536	11	2021-08-05
2298	156	52	2021-08-05
2299	9	53	2021-08-05
2300	45	35	2021-08-05
2301	985	55	2021-08-05
2302	417	21	2021-08-05
2303	126	29	2021-08-05
2304	689	11	2021-08-05
2305	725	25	2021-08-05
2306	830	7	2021-08-05
2307	739	40	2021-08-05
2308	350	7	2021-08-05
2309	417	62	2021-08-05
2310	145	23	2021-08-05
2311	644	50	2021-08-05
2312	690	24	2021-08-05
2313	17	70	2021-08-05
2314	982	62	2021-08-05
2315	812	63	2021-08-05
2316	135	18	2021-08-05
2317	922	36	2021-08-05
2318	204	2	2021-08-05
2319	697	14	2021-08-05
2320	904	18	2021-08-05
2321	156	39	2021-08-05
2322	588	5	2021-08-05
2323	132	60	2021-08-05
2324	944	60	2021-08-05
2325	176	59	2021-08-05
2326	791	41	2021-08-05
2327	5	12	2021-08-05
2328	881	24	2021-08-05
2329	948	29	2021-08-05
2330	681	3	2021-08-05
2331	265	20	2021-08-05
2332	650	58	2021-08-05
2333	147	18	2021-08-05
2334	267	30	2021-08-05
2335	985	47	2021-08-05
2336	979	10	2021-08-05
2337	12	46	2021-08-05
2338	303	38	2021-08-05
2339	176	30	2021-08-05
2340	646	44	2021-08-05
2341	353	48	2021-08-05
2342	695	22	2021-08-05
2343	715	60	2021-08-06
2344	748	23	2021-08-06
2345	519	68	2021-08-06
2346	771	39	2021-08-06
2347	22	45	2021-08-06
2348	557	50	2021-08-06
2349	835	49	2021-08-06
2350	723	33	2021-08-06
2351	778	5	2021-08-06
2352	426	41	2021-08-06
2353	901	55	2021-08-06
2354	314	41	2021-08-06
2355	284	60	2021-08-06
2356	600	36	2021-08-06
2357	222	69	2021-08-06
2358	958	8	2021-08-06
2359	671	51	2021-08-06
2360	716	69	2021-08-06
2361	983	20	2021-08-06
2362	889	1	2021-08-06
2363	756	61	2021-08-06
2364	5	60	2021-08-06
2365	379	39	2021-08-06
2366	358	55	2021-08-06
2367	524	21	2021-08-06
2368	163	13	2021-08-06
2369	834	4	2021-08-06
2370	662	1	2021-08-06
2371	332	46	2021-08-06
2372	394	59	2021-08-06
2373	49	66	2021-08-06
2374	12	22	2021-08-06
2375	231	39	2021-08-06
2376	547	50	2021-08-06
2377	740	10	2021-08-06
2378	161	38	2021-08-06
2379	675	29	2021-08-06
2380	126	32	2021-08-06
2381	884	2	2021-08-06
2382	899	60	2021-08-06
2383	539	35	2021-08-06
2384	226	70	2021-08-06
2385	963	17	2021-08-06
2386	858	41	2021-08-06
2387	858	27	2021-08-06
2388	693	40	2021-08-06
2389	566	65	2021-08-06
2390	23	2	2021-08-06
2391	298	37	2021-08-06
2392	130	34	2021-08-06
2393	659	37	2021-08-06
2394	393	18	2021-08-06
2395	585	42	2021-08-06
2396	29	59	2021-08-06
2397	168	20	2021-08-06
2398	941	21	2021-08-06
2399	792	23	2021-08-06
2400	172	41	2021-08-06
2401	439	66	2021-08-06
2402	463	12	2021-08-06
2403	608	25	2021-08-06
2404	579	51	2021-08-06
2405	817	45	2021-08-06
2406	4	1	2021-08-06
2407	685	44	2021-08-06
2408	27	20	2021-08-06
2409	653	41	2021-08-06
2410	7	30	2021-08-06
2411	737	35	2021-08-06
2412	15	32	2021-08-06
2413	674	34	2021-08-06
2414	888	22	2021-08-06
2415	962	49	2021-08-06
2416	657	52	2021-08-06
2417	785	49	2021-08-06
2418	912	58	2021-08-06
2419	683	8	2021-08-06
2420	127	49	2021-08-06
2421	946	31	2021-08-06
2422	5	59	2021-08-06
2423	847	34	2021-08-06
2424	501	37	2021-08-06
2425	649	65	2021-08-06
2426	630	12	2021-08-06
2427	746	58	2021-08-06
2428	334	9	2021-08-06
2429	43	28	2021-08-06
2430	970	49	2021-08-06
2431	106	59	2021-08-06
2432	622	70	2021-08-06
2433	608	26	2021-08-06
2434	454	38	2021-08-06
2435	24	8	2021-08-06
2436	563	32	2021-08-06
2437	528	45	2021-08-07
2438	425	25	2021-08-07
2439	176	70	2021-08-07
2440	48	50	2021-08-07
2441	418	68	2021-08-07
2442	583	34	2021-08-07
2443	147	40	2021-08-07
2444	286	46	2021-08-07
2445	944	45	2021-08-07
2446	781	64	2021-08-07
2447	378	54	2021-08-07
2448	233	45	2021-08-07
2449	365	37	2021-08-07
2450	344	33	2021-08-07
2451	996	67	2021-08-07
2452	602	11	2021-08-07
2453	473	35	2021-08-07
2454	480	21	2021-08-07
2455	665	22	2021-08-07
2456	958	22	2021-08-07
2457	923	12	2021-08-07
2458	23	37	2021-08-07
2459	649	19	2021-08-07
2460	728	46	2021-08-07
2461	792	11	2021-08-07
2462	571	1	2021-08-07
2463	15	16	2021-08-07
2464	44	67	2021-08-07
2465	49	15	2021-08-07
2466	679	3	2021-08-07
2467	948	19	2021-08-07
2468	762	19	2021-08-07
2469	45	59	2021-08-07
2470	81	61	2021-08-07
2471	211	56	2021-08-07
2472	359	66	2021-08-07
2473	254	38	2021-08-07
2474	478	30	2021-08-07
2475	167	55	2021-08-07
2476	788	42	2021-08-07
2477	444	21	2021-08-07
2478	871	64	2021-08-07
2479	522	36	2021-08-07
2480	521	68	2021-08-07
2481	821	41	2021-08-07
2482	652	68	2021-08-07
2483	833	7	2021-08-07
2484	422	13	2021-08-07
2485	543	69	2021-08-07
2486	842	48	2021-08-07
2487	857	52	2021-08-07
2488	820	4	2021-08-07
2489	876	57	2021-08-07
2490	628	52	2021-08-07
2491	527	36	2021-08-07
2492	699	15	2021-08-07
2493	805	35	2021-08-07
2494	608	31	2021-08-07
2495	12	34	2021-08-07
2496	192	27	2021-08-07
2497	44	22	2021-08-07
2498	8	4	2021-08-07
2499	438	40	2021-08-07
2500	947	23	2021-08-07
2501	870	54	2021-08-07
2502	729	45	2021-08-07
2503	383	33	2021-08-07
2504	748	46	2021-08-07
2505	864	52	2021-08-07
2506	765	68	2021-08-07
2507	601	5	2021-08-07
2508	532	51	2021-08-07
2509	685	61	2021-08-07
2510	29	38	2021-08-07
2511	981	18	2021-08-07
2512	698	55	2021-08-08
2513	429	58	2021-08-08
2514	537	21	2021-08-08
2515	41	37	2021-08-08
2516	733	1	2021-08-08
2517	492	48	2021-08-08
2518	134	45	2021-08-08
2519	35	54	2021-08-08
2520	310	5	2021-08-08
2521	176	52	2021-08-08
2522	413	67	2021-08-08
2523	944	19	2021-08-08
2524	759	19	2021-08-08
2525	861	39	2021-08-08
2526	259	20	2021-08-08
2527	905	10	2021-08-08
2528	239	54	2021-08-08
2529	457	13	2021-08-08
2530	697	3	2021-08-08
2531	284	1	2021-08-08
2532	376	35	2021-08-08
2533	395	19	2021-08-08
2534	752	16	2021-08-08
2535	513	15	2021-08-08
2536	503	38	2021-08-08
2537	307	67	2021-08-08
2538	666	5	2021-08-08
2539	88	36	2021-08-08
2540	994	32	2021-08-08
2541	935	38	2021-08-08
2542	588	57	2021-08-08
2543	390	53	2021-08-08
2544	491	69	2021-08-08
2545	255	17	2021-08-08
2546	103	50	2021-08-08
2547	320	37	2021-08-08
2548	529	31	2021-08-08
2549	920	32	2021-08-08
2550	311	53	2021-08-08
2551	605	69	2021-08-08
2552	914	7	2021-08-08
2553	454	16	2021-08-08
2554	891	10	2021-08-08
2555	914	54	2021-08-08
2556	629	36	2021-08-08
2557	202	65	2021-08-08
2558	139	11	2021-08-08
2559	610	52	2021-08-08
2560	339	6	2021-08-08
2561	367	62	2021-08-08
2562	720	41	2021-08-08
2563	234	12	2021-08-08
2564	680	67	2021-08-08
2565	749	50	2021-08-08
2566	670	20	2021-08-08
2567	984	39	2021-08-08
2568	11	48	2021-08-08
2569	485	36	2021-08-08
2570	711	19	2021-08-08
2571	856	56	2021-08-08
2572	999	3	2021-08-08
2573	44	57	2021-08-08
2574	683	35	2021-08-08
2575	118	64	2021-08-08
2576	844	29	2021-08-08
2577	574	46	2021-08-08
2578	189	51	2021-08-08
2579	917	2	2021-08-08
2580	647	27	2021-08-08
2581	275	34	2021-08-08
2582	782	33	2021-08-08
2583	66	4	2021-08-08
2584	852	4	2021-08-08
2585	608	12	2021-08-08
2586	922	48	2021-08-08
2587	375	52	2021-08-08
2588	576	60	2021-08-08
2589	162	33	2021-08-08
2590	294	7	2021-08-08
2591	32	50	2021-08-08
2592	910	69	2021-08-08
2593	559	49	2021-08-09
2594	573	38	2021-08-09
2595	38	10	2021-08-09
2596	951	15	2021-08-09
2597	365	4	2021-08-09
2598	35	25	2021-08-09
2599	476	61	2021-08-09
2600	932	17	2021-08-09
2601	688	49	2021-08-09
2602	427	5	2021-08-09
2603	365	67	2021-08-09
2604	260	51	2021-08-09
2605	741	43	2021-08-09
2606	469	8	2021-08-09
2607	144	55	2021-08-09
2608	501	20	2021-08-09
2609	871	56	2021-08-09
2610	110	45	2021-08-09
2611	403	7	2021-08-09
2612	888	36	2021-08-09
2613	515	38	2021-08-09
2614	737	35	2021-08-09
2615	28	39	2021-08-09
2616	247	1	2021-08-09
2617	517	18	2021-08-09
2618	701	60	2021-08-09
2619	700	10	2021-08-09
2620	247	33	2021-08-09
2621	768	55	2021-08-09
2622	326	27	2021-08-09
2623	313	21	2021-08-09
2624	152	15	2021-08-09
2625	764	1	2021-08-09
2626	924	35	2021-08-09
2627	96	10	2021-08-09
2628	570	14	2021-08-09
2629	441	6	2021-08-09
2630	772	44	2021-08-09
2631	173	58	2021-08-09
2632	534	52	2021-08-09
2633	661	8	2021-08-09
2634	67	55	2021-08-09
2635	650	31	2021-08-09
2636	128	52	2021-08-09
2637	855	16	2021-08-09
2638	25	44	2021-08-09
2639	878	32	2021-08-09
2640	493	61	2021-08-09
2641	679	10	2021-08-09
2642	288	40	2021-08-09
2643	70	56	2021-08-09
2644	93	56	2021-08-09
2645	248	27	2021-08-09
2646	750	7	2021-08-09
2647	413	61	2021-08-09
2648	544	12	2021-08-09
2649	774	19	2021-08-09
2650	965	68	2021-08-09
2651	4	12	2021-08-09
2652	320	21	2021-08-09
2653	666	36	2021-08-09
2654	204	50	2021-08-09
2655	19	28	2021-08-09
2656	2	38	2021-08-09
2657	314	26	2021-08-09
2658	765	44	2021-08-09
2659	773	70	2021-08-09
2660	883	55	2021-08-09
2661	218	24	2021-08-09
2662	427	10	2021-08-09
2663	977	39	2021-08-09
2664	39	26	2021-08-09
2665	46	16	2021-08-09
2666	756	10	2021-08-09
2667	709	21	2021-08-09
2668	798	49	2021-08-09
2669	898	15	2021-08-09
2670	391	36	2021-08-09
2671	182	49	2021-08-09
2672	2	66	2021-08-09
2673	545	7	2021-08-09
2674	90	44	2021-08-09
2675	863	9	2021-08-09
2676	941	59	2021-08-09
2677	921	24	2021-08-09
2678	1	6	2021-08-09
2679	190	46	2021-08-09
2680	929	21	2021-08-09
2681	203	51	2021-08-09
2682	998	1	2021-08-09
2683	65	54	2021-08-09
2684	720	13	2021-08-09
2685	94	69	2021-08-09
2686	917	61	2021-08-09
2687	353	22	2021-08-09
2688	455	15	2021-08-09
2689	277	44	2021-08-09
2690	653	46	2021-08-09
2691	842	37	2021-08-09
2692	154	15	2021-08-09
2693	486	59	2021-08-09
2694	450	50	2021-08-09
2695	364	59	2021-08-09
2696	276	61	2021-08-09
2697	898	69	2021-08-09
2698	877	63	2021-08-09
2699	38	65	2021-08-09
2700	609	36	2021-08-09
2701	990	4	2021-08-09
2702	102	59	2021-08-09
2703	93	48	2021-08-09
2704	680	55	2021-08-09
2705	995	67	2021-08-10
2706	258	42	2021-08-10
2707	123	6	2021-08-10
2708	591	19	2021-08-10
2709	779	58	2021-08-10
2710	541	13	2021-08-10
2711	339	33	2021-08-10
2712	33	20	2021-08-10
2713	833	56	2021-08-10
2714	925	1	2021-08-10
2715	576	64	2021-08-10
2716	102	1	2021-08-10
2717	799	40	2021-08-10
2718	80	7	2021-08-10
2719	34	58	2021-08-10
2720	891	36	2021-08-10
2721	692	20	2021-08-10
2722	712	47	2021-08-10
2723	651	69	2021-08-10
2724	556	45	2021-08-10
2725	609	45	2021-08-10
2726	615	54	2021-08-10
2727	205	33	2021-08-10
2728	818	20	2021-08-10
2729	101	12	2021-08-10
2730	16	17	2021-08-10
2731	79	69	2021-08-10
2732	498	24	2021-08-10
2733	279	53	2021-08-10
2734	854	48	2021-08-10
2735	517	18	2021-08-10
2736	370	17	2021-08-10
2737	969	32	2021-08-10
2738	967	16	2021-08-10
2739	933	18	2021-08-10
2740	970	69	2021-08-10
2741	760	44	2021-08-10
2742	976	41	2021-08-10
2743	350	15	2021-08-10
2744	415	13	2021-08-10
2745	987	21	2021-08-10
2746	29	56	2021-08-10
2747	114	53	2021-08-10
2748	598	48	2021-08-10
2749	400	7	2021-08-10
2750	710	3	2021-08-10
2751	779	31	2021-08-10
2752	234	46	2021-08-10
2753	214	17	2021-08-10
2754	717	25	2021-08-10
2755	188	26	2021-08-10
2756	682	49	2021-08-10
2757	51	17	2021-08-10
2758	259	65	2021-08-10
2759	648	53	2021-08-10
2760	807	44	2021-08-10
2761	475	57	2021-08-10
2762	161	70	2021-08-10
2763	385	34	2021-08-10
2764	13	55	2021-08-10
2765	114	36	2021-08-10
2766	769	13	2021-08-10
2767	986	66	2021-08-10
2768	367	35	2021-08-10
2769	923	29	2021-08-10
2770	563	69	2021-08-10
2771	377	4	2021-08-10
2772	693	49	2021-08-10
2773	261	27	2021-08-10
2774	805	56	2021-08-10
2775	443	13	2021-08-10
2776	351	29	2021-08-10
2777	224	50	2021-08-10
2778	671	17	2021-08-10
2779	257	43	2021-08-10
2780	605	54	2021-08-10
2781	519	40	2021-08-10
2782	615	66	2021-08-10
2783	35	11	2021-08-10
2784	774	34	2021-08-10
2785	670	54	2021-08-10
2786	858	38	2021-08-10
2787	202	54	2021-08-10
2788	508	17	2021-08-10
2789	847	26	2021-08-10
2790	958	10	2021-08-10
2791	613	35	2021-08-10
2792	324	44	2021-08-10
2793	222	56	2021-08-10
2794	33	10	2021-08-11
2795	94	12	2021-08-11
2796	594	62	2021-08-11
2797	367	11	2021-08-11
2798	990	68	2021-08-11
2799	953	65	2021-08-11
2800	679	57	2021-08-11
2801	486	10	2021-08-11
2802	433	45	2021-08-11
2803	616	18	2021-08-11
2804	982	13	2021-08-11
2805	284	47	2021-08-11
2806	514	70	2021-08-11
2807	334	68	2021-08-11
2808	717	10	2021-08-11
2809	250	7	2021-08-11
2810	342	18	2021-08-11
2811	540	29	2021-08-11
2812	208	45	2021-08-11
2813	665	27	2021-08-11
2814	772	49	2021-08-11
2815	615	62	2021-08-11
2816	721	40	2021-08-11
2817	14	66	2021-08-11
2818	635	5	2021-08-11
2819	242	5	2021-08-11
2820	754	14	2021-08-11
2821	665	10	2021-08-11
2822	152	41	2021-08-11
2823	31	44	2021-08-11
2824	480	69	2021-08-11
2825	992	9	2021-08-11
2826	260	50	2021-08-11
2827	912	8	2021-08-11
2828	221	4	2021-08-11
2829	27	46	2021-08-11
2830	795	32	2021-08-11
2831	413	15	2021-08-11
2832	723	52	2021-08-11
2833	375	61	2021-08-11
2834	39	56	2021-08-11
2835	282	4	2021-08-11
2836	387	7	2021-08-11
2837	417	58	2021-08-11
2838	497	27	2021-08-11
2839	254	53	2021-08-11
2840	661	12	2021-08-11
2841	765	37	2021-08-11
2842	353	44	2021-08-11
2843	58	43	2021-08-11
2844	671	11	2021-08-11
2845	838	49	2021-08-11
2846	239	13	2021-08-11
2847	729	21	2021-08-11
2848	656	63	2021-08-11
2849	71	29	2021-08-11
2850	655	18	2021-08-11
2851	357	27	2021-08-11
2852	5	16	2021-08-11
2853	840	10	2021-08-11
2854	782	47	2021-08-11
2855	959	11	2021-08-11
2856	323	28	2021-08-11
2857	176	69	2021-08-11
2858	26	54	2021-08-11
2859	264	56	2021-08-11
2860	222	21	2021-08-11
2861	892	25	2021-08-11
2862	52	26	2021-08-11
2863	798	11	2021-08-11
2864	755	53	2021-08-11
2865	3	55	2021-08-11
2866	294	59	2021-08-11
2867	83	22	2021-08-11
2868	533	15	2021-08-11
2869	160	12	2021-08-11
2870	294	57	2021-08-11
2871	165	29	2021-08-11
2872	625	22	2021-08-11
2873	952	70	2021-08-11
2874	252	28	2021-08-11
2875	243	37	2021-08-11
2876	531	28	2021-08-11
2877	703	53	2021-08-11
2878	799	49	2021-08-11
2879	148	48	2021-08-11
2880	18	17	2021-08-11
2881	787	50	2021-08-11
2882	731	20	2021-08-11
2883	224	55	2021-08-11
2884	576	44	2021-08-11
2885	124	31	2021-08-11
2886	32	39	2021-08-12
2887	611	68	2021-08-12
2888	743	22	2021-08-12
2889	288	61	2021-08-12
2890	43	52	2021-08-12
2891	783	40	2021-08-12
2892	115	24	2021-08-12
2893	570	14	2021-08-12
2894	797	69	2021-08-12
2895	395	35	2021-08-12
2896	746	69	2021-08-12
2897	768	42	2021-08-12
2898	749	49	2021-08-12
2899	303	61	2021-08-12
2900	988	17	2021-08-12
2901	603	35	2021-08-12
2902	323	33	2021-08-12
2903	40	26	2021-08-12
2904	25	45	2021-08-12
2905	27	45	2021-08-12
2906	837	9	2021-08-12
2907	428	21	2021-08-12
2908	824	6	2021-08-12
2909	911	66	2021-08-12
2910	588	22	2021-08-12
2911	358	4	2021-08-12
2912	256	55	2021-08-12
2913	108	18	2021-08-12
2914	624	52	2021-08-12
2915	33	9	2021-08-12
2916	842	36	2021-08-12
2917	48	33	2021-08-12
2918	15	41	2021-08-12
2919	587	3	2021-08-12
2920	522	38	2021-08-12
2921	163	40	2021-08-12
2922	870	9	2021-08-12
2923	749	57	2021-08-12
2924	956	25	2021-08-12
2925	107	36	2021-08-12
2926	811	37	2021-08-12
2927	736	34	2021-08-12
2928	156	69	2021-08-12
2929	993	13	2021-08-12
2930	966	67	2021-08-12
2931	452	14	2021-08-12
2932	567	30	2021-08-12
2933	471	65	2021-08-12
2934	489	5	2021-08-12
2935	134	58	2021-08-12
2936	739	36	2021-08-12
2937	372	15	2021-08-12
2938	685	45	2021-08-12
2939	767	40	2021-08-12
2940	675	54	2021-08-12
2941	844	52	2021-08-12
2942	347	59	2021-08-12
2943	49	70	2021-08-12
2944	657	23	2021-08-12
2945	850	70	2021-08-12
2946	954	68	2021-08-12
2947	873	18	2021-08-12
2948	956	13	2021-08-12
2949	922	60	2021-08-12
2950	649	51	2021-08-12
2951	698	54	2021-08-13
2952	400	37	2021-08-13
2953	650	6	2021-08-13
2954	150	60	2021-08-13
2955	391	45	2021-08-13
2956	663	66	2021-08-13
2957	400	31	2021-08-13
2958	870	28	2021-08-13
2959	26	64	2021-08-13
2960	29	12	2021-08-13
2961	451	48	2021-08-13
2962	918	4	2021-08-13
2963	726	26	2021-08-13
2964	500	12	2021-08-13
2965	5	33	2021-08-13
2966	132	2	2021-08-13
2967	133	51	2021-08-13
2968	137	20	2021-08-13
2969	898	32	2021-08-13
2970	861	18	2021-08-13
2971	792	25	2021-08-13
2972	366	52	2021-08-13
2973	730	60	2021-08-13
2974	116	37	2021-08-13
2975	779	36	2021-08-13
2976	253	36	2021-08-13
2977	803	37	2021-08-13
2978	971	32	2021-08-13
2979	168	57	2021-08-13
2980	356	14	2021-08-13
2981	875	64	2021-08-13
2982	379	22	2021-08-13
2983	485	5	2021-08-13
2984	536	60	2021-08-13
2985	737	40	2021-08-13
2986	272	46	2021-08-13
2987	312	48	2021-08-13
2988	121	47	2021-08-13
2989	936	46	2021-08-13
2990	129	36	2021-08-13
2991	388	9	2021-08-13
2992	468	21	2021-08-13
2993	233	26	2021-08-13
2994	971	19	2021-08-13
2995	82	36	2021-08-13
2996	406	15	2021-08-13
2997	164	5	2021-08-13
2998	354	57	2021-08-13
2999	91	6	2021-08-13
3000	766	64	2021-08-13
3001	418	26	2021-08-13
3002	421	11	2021-08-13
3003	431	45	2021-08-13
3004	236	37	2021-08-13
3005	362	66	2021-08-13
3006	343	64	2021-08-13
3007	83	1	2021-08-13
3008	593	18	2021-08-13
3009	633	68	2021-08-13
3010	555	31	2021-08-13
3011	185	30	2021-08-13
3012	874	48	2021-08-13
3013	78	20	2021-08-13
3014	672	69	2021-08-13
3015	316	16	2021-08-13
3016	227	10	2021-08-13
3017	771	58	2021-08-13
3018	928	48	2021-08-13
3019	430	36	2021-08-13
3020	390	64	2021-08-13
3021	16	70	2021-08-13
3022	41	2	2021-08-13
3023	368	34	2021-08-13
3024	485	58	2021-08-13
3025	216	58	2021-08-13
3026	640	67	2021-08-13
3027	703	15	2021-08-13
3028	777	65	2021-08-13
3029	561	63	2021-08-13
3030	50	4	2021-08-13
3031	81	39	2021-08-13
3032	914	16	2021-08-13
3033	291	25	2021-08-13
3034	581	4	2021-08-13
3035	646	44	2021-08-13
3036	714	55	2021-08-13
3037	272	10	2021-08-13
3038	948	32	2021-08-13
3039	967	4	2021-08-13
3040	5	5	2021-08-14
3041	605	16	2021-08-14
3042	169	67	2021-08-14
3043	782	70	2021-08-14
3044	117	42	2021-08-14
3045	621	21	2021-08-14
3046	950	16	2021-08-14
3047	921	14	2021-08-14
3048	464	2	2021-08-14
3049	43	18	2021-08-14
3050	633	53	2021-08-14
3051	182	53	2021-08-14
3052	888	18	2021-08-14
3053	559	30	2021-08-14
3054	136	14	2021-08-14
3055	447	65	2021-08-14
3056	657	25	2021-08-14
3057	441	15	2021-08-14
3058	760	4	2021-08-14
3059	582	25	2021-08-14
3060	853	22	2021-08-14
3061	485	25	2021-08-14
3062	317	23	2021-08-14
3063	876	42	2021-08-14
3064	594	6	2021-08-14
